user_id,result
585,"[1126899, 1093413, 1036501, 8090536, 878715]"
586,"[982469, 1021116, 901543, 1044188, 906335]"
587,"[885290, 983078, 863449, 1114653, 904129]"
588,"[1050851, 1053690, 1070845, 983659, 1004436]"
590,"[1031083, 944534, 1053690, 1102845, 1139216]"
591,"[895930, 1092026, 926905, 935126, 1065017]"
592,"[1070820, 1092937, 5592094, 5569374, 1108094]"
593,"[5592931, 1065593, 853998, 879504, 6514287]"
594,"[1131344, 896085, 8090537, 879755, 1013928]"
595,"[922561, 1014948, 1107553, 1093966, 850028]"
596,"[8090537, 1025581, 9527159, 850102, 879734]"
597,"[1106301, 1127470, 1025611, 998206, 860248]"
598,"[9553382, 12731544, 8090532, 1105917, 6533765]"
599,"[1046262, 833724, 1083721, 936914, 5568800]"
600,"[12731544, 912681, 991592, 1097815, 1021324]"
601,"[1037332, 5568072, 867931, 945662, 829291]"
602,"[944139, 844165, 10456371, 1014948, 833940]"
603,"[865330, 1103629, 5592931, 1127758, 836445]"
604,"[5569374, 914577, 1104604, 1005274, 5569615]"
605,"[965772, 1003600, 890695, 9655528, 948670]"
606,"[970160, 845208, 1018050, 5568721, 1021324]"
608,"[1038462, 1039156, 5590965, 937626, 1013928]"
609,"[1107553, 1005186, 1110572, 1053690, 1021324]"
610,"[892008, 1128647, 1117514, 985893, 6533765]"
611,"[7409663, 940090, 861445, 5568072, 12757425]"
612,"[1065593, 925626, 850102, 1122568, 826666]"
614,"[5565925, 1062002, 1082212, 947201, 12262830]"
615,"[873964, 1125382, 12731544, 13008334, 9835223]"
617,"[10345155, 970725, 878026, 1116821, 1000753]"
618,"[1037840, 934427, 986912, 879755, 1013928]"
621,"[1112825, 943362, 893501, 896085, 12262830]"
622,"[844165, 986912, 980666, 1034176, 1038663]"
623,"[1101010, 1038985, 999971, 1082310, 1014732]"
624,"[849843, 1101173, 1062966, 1082310, 12810391]"
625,"[6602697, 844165, 1098248, 1134810, 899019]"
626,"[865330, 1113588, 1081189, 1127624, 1013928]"
627,"[936914, 1075170, 954642, 1110409, 970747]"
628,"[1082212, 6979545, 1037840, 921504, 9831557]"
629,"[879506, 1004950, 901776, 895268, 1048257]"
630,"[862349, 880895, 1057260, 1056509, 1000753]"
631,"[899682, 1043035, 878445, 9913338, 974156]"
632,"[935284, 1082212, 1057260, 967476, 849202]"
633,"[1075368, 12302069, 9677202, 9337581, 833940]"
635,"[1037863, 1026118, 970160, 998444, 1021324]"
636,"[1051516, 927191, 5590613, 1029624, 12810391]"
637,"[926905, 1134810, 1135681, 1100972, 1013928]"
638,"[919534, 1059347, 971922, 944534, 968072]"
639,"[1048462, 1075470, 1025611, 1065593, 1038663]"
640,"[1088414, 988208, 1108168, 849843, 849202]"
641,"[1104349, 1126899, 1092588, 1009368, 1021164]"
643,"[1037340, 1125943, 944534, 1114597, 904129]"
644,"[821083, 894968, 1098435, 989069, 1014732]"
646,"[861445, 841266, 926905, 1092026, 1118623]"
647,"[8090536, 893501, 953561, 5981267, 1038663]"
648,"[1119051, 903325, 1037332, 1046262, 1112592]"
650,"[906017, 995311, 5978585, 12263788, 874972]"
652,"[832678, 844165, 820486, 998424, 5995129]"
653,"[1037840, 900418, 1056509, 1003188, 1034176]"
654,"[937413, 1124695, 944137, 907128, 864893]"
655,"[1112238, 969866, 902856, 943393, 6533765]"
656,"[926905, 9881593, 1028816, 1037840, 1082627]"
658,"[869047, 885290, 895930, 1075470, 974156]"
659,"[1076875, 862139, 1015508, 1102003, 1103808]"
660,"[1043787, 953561, 1004950, 872137, 1021164]"
661,"[1110572, 5568721, 1138292, 851188, 12262978]"
662,"[892008, 834103, 6773204, 983584, 1082627]"
663,"[908531, 1012873, 9420312, 998206, 1013928]"
664,"[1039224, 901543, 1040371, 1028891, 1022388]"
665,"[1081189, 1042942, 935460, 922561, 1088771]"
666,"[1089066, 869047, 1001827, 940700, 904997]"
667,"[1072523, 898601, 860975, 12946027, 6533765]"
668,"[1058997, 1023958, 1037332, 1135460, 948670]"
669,"[1126899, 1018740, 1076580, 870780, 917384]"
670,"[860975, 914577, 870780, 1006342, 865907]"
671,"[982790, 1128016, 1097001, 1059902, 847434]"
672,"[849843, 12949590, 879755, 987724, 970866]"
673,"[968936, 1036347, 1089766, 1033615, 831407]"
674,"[845109, 1048462, 934399, 940766, 836445]"
675,"[910673, 870547, 1126808, 944317, 6533765]"
676,"[917033, 1107553, 1110244, 7443013, 1013928]"
677,"[5568228, 1026118, 914577, 1116821, 1108094]"
679,"[8090521, 1097239, 997987, 944619, 1013928]"
680,"[892008, 900586, 1055504, 823704, 948670]"
681,"[850102, 856252, 1003487, 869577, 1134483]"
684,"[918733, 896974, 1050851, 5573314, 901067]"
685,"[1015539, 907647, 1038985, 1092937, 1129049]"
686,"[1082212, 946839, 989101, 1056651, 982469]"
687,"[8090521, 1130375, 936924, 937110, 1021164]"
688,"[5568729, 965842, 7462562, 856215, 9655679]"
690,"[1084036, 857006, 922561, 1031316, 1088771]"
691,"[946839, 1120009, 825365, 13842090, 906844]"
692,"[1067443, 873887, 1060673, 865026, 1004436]"
693,"[1044188, 1115576, 8090536, 1130375, 849202]"
694,"[1037840, 893501, 845814, 879504, 879734]"
695,"[1122358, 945805, 892531, 1043494, 904129]"
696,"[1057260, 1048483, 1058997, 7025106, 1021164]"
697,"[992986, 1028816, 1057260, 1106271, 1111080]"
698,"[844165, 995055, 1037332, 879755, 1004436]"
699,"[1058930, 823775, 1027835, 905087, 829291]"
700,"[1101010, 1124695, 873964, 1113588, 874972]"
701,"[10344585, 935578, 944137, 12263788, 970866]"
702,"[865456, 8203451, 8177622, 985605, 8203946]"
703,"[901776, 1043751, 883068, 1007512, 860248]"
705,"[912112, 827683, 871876, 914697, 1115069]"
706,"[834117, 5569471, 1107973, 839656, 849202]"
707,"[7025114, 5569471, 989101, 1013167, 1110111]"
708,"[910439, 932179, 1040346, 1117514, 1118623]"
709,"[891505, 879755, 992622, 1120741, 974156]"
710,"[1110572, 925626, 834103, 1021116, 904129]"
711,"[1038467, 1037840, 1030362, 975649, 864893]"
712,"[921504, 1006878, 904833, 963835, 904129]"
713,"[880427, 849843, 841266, 7409957, 840501]"
714,"[1126899, 892008, 819765, 8090537, 1048257]"
715,"[12731544, 969866, 1093413, 865026, 970866]"
716,"[1057102, 12263841, 1058997, 1009449, 12731685]"
717,"[861445, 983267, 1102959, 877447, 878715]"
718,"[1092026, 999971, 944486, 861445, 1103808]"
719,"[933835, 819978, 1108168, 902238, 1000753]"
720,"[1056212, 863447, 1055044, 909714, 879734]"
721,"[9934800, 892531, 1107553, 930918, 6551861]"
722,"[885356, 977497, 868888, 1003441, 904129]"
723,"[1043920, 968936, 830887, 1009187, 836445]"
724,"[1062002, 6602697, 1105623, 891752, 9859217]"
725,"[893501, 879504, 1108168, 1037332, 943275]"
726,"[1081189, 907128, 1024731, 1101706, 1118623]"
727,"[935126, 1031083, 836445, 1075470, 1038663]"
728,"[1070015, 1042702, 1102416, 1069039, 1013928]"
729,"[1905092, 5707857, 1817725, 1884880, 6553438]"
730,"[6979089, 1006878, 909894, 971983, 1101744]"
731,"[1091365, 962229, 1107553, 1063207, 10198378]"
732,"[856345, 959985, 893501, 856942, 904997]"
733,"[7443137, 5566472, 885697, 1042942, 1110111]"
734,"[970160, 1005274, 904360, 1070702, 12262830]"
735,"[949023, 1121603, 1043663, 1135681, 982469]"
736,"[955921, 13115493, 918684, 1053690, 1021324]"
737,"[1121393, 1055504, 925112, 1058997, 870559]"
740,"[1051516, 1099945, 1089392, 993441, 906844]"
741,"[903738, 927191, 977344, 998444, 904997]"
742,"[879755, 5592931, 1106301, 913490, 6533765]"
743,"[1122358, 1044188, 1059902, 1051323, 6533765]"
744,"[862349, 13115981, 1051323, 916993, 1038663]"
745,"[8203451, 1026118, 854754, 1089392, 906335]"
747,"[1021715, 908531, 1120741, 991592, 995151]"
750,"[844165, 907631, 1024731, 919534, 874972]"
751,"[1027168, 896085, 879755, 5567502, 1115069]"
752,"[986912, 7025106, 6534078, 1062128, 874972]"
753,"[896085, 1026118, 847207, 916767, 829291]"
754,"[1036347, 1016785, 1062002, 984715, 1082955]"
755,"[1091365, 862349, 1063207, 916993, 6979253]"
756,"[997988, 1038985, 1021519, 1082212, 1038663]"
757,"[5569471, 962229, 909894, 878445, 1034176]"
758,"[841266, 1033324, 916990, 879755, 948670]"
759,"[5568447, 1091365, 936914, 986912, 906844]"
761,"[914697, 1028473, 1091365, 1010190, 1069506]"
762,"[1091365, 861445, 1063207, 906262, 6979415]"
763,"[1029624, 1126895, 896085, 892008, 904129]"
764,"[9420067, 965982, 1028422, 904236, 836445]"
765,"[945805, 1104414, 1126895, 827180, 879734]"
766,"[916990, 1026118, 9547021, 959179, 874972]"
767,"[1042571, 900802, 1077430, 999198, 887474]"
768,"[834117, 1112238, 853998, 873964, 948670]"
769,"[1102959, 1065593, 873964, 859010, 900175]"
770,"[861445, 1015974, 1092937, 5569230, 1021164]"
771,"[868764, 959985, 968936, 1002558, 1108094]"
772,"[986912, 1091365, 1128812, 6513719, 6533765]"
773,"[835973, 6548453, 10344585, 9420181, 849202]"
774,"[936924, 1077975, 5981074, 963502, 829291]"
776,"[8205218, 901762, 851188, 1068292, 826666]"
777,"[1028891, 862725, 12782182, 923670, 921438]"
779,"[1057260, 821083, 848319, 5568489, 1134483]"
780,"[849809, 968936, 1077409, 1048727, 904997]"
781,"[926065, 871061, 12946027, 904813, 836445]"
782,"[1137346, 1070015, 12988031, 929668, 836445]"
784,"[1139782, 5569230, 1110572, 1036939, 1000753]"
785,"[1037332, 6533681, 1134633, 1121624, 870452]"
786,"[972665, 907647, 986912, 933835, 878715]"
787,"[1079528, 856772, 1082212, 823775, 857538]"
788,"[996425, 1076875, 1108168, 998206, 6533765]"
789,"[922561, 971807, 1137771, 909268, 12384953]"
790,"[1043494, 9881592, 9297055, 1028715, 12808385]"
791,"[895930, 910673, 1123434, 861445, 826666]"
792,"[892573, 6533608, 894439, 976199, 904129]"
793,"[834129, 1127470, 1118046, 5570383, 1021324]"
794,"[916993, 959455, 865026, 896613, 1134483]"
795,"[1043751, 910032, 864532, 844165, 829291]"
796,"[969866, 901062, 993638, 896613, 12262778]"
797,"[1062128, 994223, 6533368, 885290, 1048257]"
798,"[9338009, 1048068, 1007136, 916993, 9655679]"
799,"[1058997, 916993, 860975, 946839, 1065538]"
800,"[995965, 860703, 12263788, 8090532, 5590965]"
801,"[873178, 1016709, 896938, 1092026, 12731685]"
802,"[986912, 1041796, 1005186, 908531, 1118946]"
803,"[969866, 944139, 1103629, 1123045, 969725]"
804,"[1005172, 5587656, 943233, 1092026, 1013928]"
805,"[868764, 1033142, 1029624, 1088191, 1038663]"
806,"[1082212, 916767, 1056212, 8090536, 956599]"
807,"[838186, 858999, 7409957, 1135768, 865671]"
808,"[908318, 837270, 1008814, 6464165, 12262978]"
809,"[9926758, 889649, 926422, 1096317, 948670]"
810,"[961979, 970030, 1028816, 848071, 962615]"
811,"[905087, 947798, 1097239, 847982, 1126683]"
812,"[896862, 1113588, 879755, 885290, 1038663]"
813,"[1050851, 965292, 6534030, 883932, 874972]"
814,"[854405, 886703, 961791, 6548453, 6533765]"
816,"[938187, 857736, 5565925, 1055425, 1134483]"
817,"[1092588, 856345, 1094924, 1027835, 1048257]"
818,"[893501, 885290, 7168431, 904833, 6919087]"
820,"[1037840, 12648296, 947798, 819765, 852015]"
821,"[937791, 1075827, 819840, 8090440, 6904858]"
822,"[841228, 917407, 912914, 935993, 906335]"
823,"[989101, 1018007, 873964, 6773204, 1118946]"
824,"[1046689, 1016800, 13115579, 963971, 901067]"
825,"[1058997, 1028816, 7025106, 971922, 1000753]"
826,"[986869, 961620, 1030093, 845193, 6533765]"
829,"[1018740, 1137775, 1101010, 12427353, 904129]"
830,"[862349, 851147, 1089066, 869577, 948670]"
831,"[1069003, 937626, 1046584, 1083721, 948670]"
832,"[1108094, 1007269, 892531, 1134810, 1134483]"
836,"[999581, 1049735, 916993, 1042544, 1108094]"
837,"[852360, 855138, 1112825, 8090532, 869077]"
838,"[963971, 859237, 819765, 1022795, 1065538]"
839,"[901776, 997796, 1082212, 5570383, 6551861]"
840,"[1038985, 1112238, 1000237, 1040807, 904129]"
841,"[1135681, 1065259, 1030093, 1085604, 852015]"
842,"[999971, 844165, 1037840, 861445, 6533765]"
843,"[1076875, 1072523, 999971, 1035207, 8116306]"
844,"[5566472, 862349, 904360, 1028816, 1079913]"
845,"[1058997, 9677202, 885290, 6533362, 829291]"
846,"[944317, 1082454, 8090521, 1077359, 829291]"
847,"[1005274, 868764, 922561, 6464165, 1130729]"
848,"[873627, 1101173, 1022003, 1100972, 826666]"
849,"[854754, 1058997, 1028816, 888543, 6391152]"
850,"[912112, 969205, 878445, 1095700, 9832469]"
851,"[861445, 1131438, 868764, 1079023, 948670]"
852,"[1126899, 1055737, 1011926, 901062, 982469]"
853,"[871722, 1005274, 1082990, 862010, 9859017]"
854,"[7442008, 945998, 1054216, 1130777, 7160764]"
855,"[916993, 1083446, 934369, 1079023, 1021324]"
856,"[7025106, 990797, 12731544, 964853, 951009]"
857,"[922561, 868548, 885290, 1104604, 12731517]"
858,"[1070820, 1015280, 873627, 844165, 849202]"
859,"[1075368, 13841744, 5569471, 941741, 874972]"
860,"[1053282, 1031864, 1107553, 1128900, 1013928]"
861,"[1072523, 1117514, 870515, 851147, 836445]"
862,"[1103629, 1053282, 1058930, 9420312, 1038663]"
863,"[5569135, 927191, 878445, 819308, 6533765]"
864,"[1101010, 1137346, 894439, 862139, 1065538]"
865,"[1075368, 969932, 995876, 882308, 1038663]"
866,"[983584, 1086740, 999971, 1037840, 6533765]"
867,"[983584, 1075368, 1055504, 1063739, 1134483]"
868,"[856942, 1007136, 5569471, 929018, 1079913]"
869,"[5592931, 1127758, 983000, 873964, 1021164]"
871,"[854754, 1009449, 1082212, 834117, 878715]"
873,"[1134522, 920844, 845109, 1019247, 948670]"
875,"[819765, 5569471, 911622, 836085, 970866]"
876,"[12782182, 855356, 916993, 1043787, 1118235]"
877,"[10456152, 935126, 1126899, 859427, 9677366]"
878,"[846823, 838186, 1108131, 1139471, 6533765]"
879,"[1037332, 839656, 5577022, 880427, 836445]"
880,"[1134810, 910673, 1088147, 1027835, 5569615]"
881,"[1108168, 9884698, 1120741, 1118533, 904129]"
882,"[957063, 1056509, 8090521, 945611, 970866]"
883,"[8090440, 9420181, 1005274, 1081189, 1057749]"
884,"[1015539, 999971, 1085604, 986912, 974156]"
885,"[1076875, 1040807, 1083721, 13842214, 904129]"
886,"[1078329, 1132280, 865330, 1036501, 863762]"
887,"[988208, 950894, 845109, 1130716, 904997]"
888,"[1003188, 1000237, 5565925, 1046816, 1112242]"
889,"[880427, 1039156, 1055425, 5565925, 1125837]"
891,"[861445, 945652, 1028891, 1127179, 836445]"
893,"[872137, 5590613, 843111, 937791, 874972]"
894,"[932179, 841309, 1138631, 1137688, 6633244]"
895,"[1081189, 7024847, 1112238, 1005274, 13159156]"
896,"[913210, 1101010, 1055425, 1003188, 948670]"
897,"[945372, 1102959, 1079528, 928123, 928263]"
898,"[1057260, 893501, 1011300, 996087, 1101744]"
899,"[1007136, 892531, 921614, 9802981, 901067]"
900,"[986912, 863802, 1126045, 861445, 981677]"
901,"[922561, 937566, 895295, 839094, 1065538]"
903,"[880427, 1026235, 885406, 1126899, 970747]"
904,"[891505, 1043494, 1040371, 842698, 836445]"
905,"[934399, 1090676, 1093571, 1046262, 860248]"
906,"[911974, 1048237, 1127758, 5577022, 917384]"
907,"[1092588, 1057260, 8090539, 1071939, 904997]"
908,"[1057260, 862349, 9392700, 1051516, 1000753]"
909,"[6533936, 1056509, 861445, 859237, 901772]"
910,"[5582712, 1044188, 894439, 7409670, 1079913]"
911,"[927191, 5563693, 1018050, 13008334, 1021164]"
912,"[8181451, 909714, 1137346, 5568758, 851066]"
913,"[1134810, 1023226, 1029624, 1093490, 899019]"
914,"[1073150, 1063207, 1110843, 1064002, 970866]"
915,"[1057260, 853354, 910439, 998373, 6533765]"
916,"[5568249, 1058997, 1075368, 1010681, 1038663]"
919,"[937626, 1094308, 1113588, 6391532, 829291]"
920,"[1097001, 8205218, 1092026, 7152455, 982469]"
922,"[1058997, 1039156, 1058404, 827332, 12262778]"
923,"[1042544, 1013928, 1014948, 1019479, 982469]"
924,"[1075470, 6553737, 885290, 937791, 849202]"
925,"[1089564, 862349, 968936, 1109014, 1007279]"
926,"[936914, 971922, 993441, 916993, 948670]"
927,"[986912, 990897, 1058997, 926422, 9419528]"
928,"[829852, 1007136, 1092303, 824305, 879734]"
929,"[845193, 1070820, 941741, 946839, 12262978]"
931,"[7462562, 958700, 1042544, 1062966, 826666]"
932,"[7433888, 1075470, 8090537, 916381, 982469]"
933,"[5569327, 920844, 898847, 8090537, 6533765]"
934,"[1088147, 937791, 999779, 9419470, 904997]"
935,"[1132771, 997987, 922561, 1081189, 878715]"
936,"[962229, 908531, 1105411, 906262, 6533765]"
937,"[1126899, 1134810, 840609, 972445, 860248]"
938,"[1075368, 960421, 940947, 911311, 1034176]"
939,"[916767, 9420312, 1031316, 935284, 863762]"
940,"[975649, 869895, 1074040, 845193, 1002787]"
941,"[938849, 890695, 1016709, 916381, 919766]"
942,"[1015539, 988116, 927191, 13842090, 874972]"
943,"[5592931, 1029624, 1053690, 989101, 6533765]"
944,"[1101010, 903609, 997309, 1117393, 5569615]"
945,"[885697, 879504, 885290, 862799, 874972]"
946,"[1093413, 988572, 969866, 1132771, 874972]"
947,"[895930, 883003, 1134296, 1039156, 1134483]"
949,"[873203, 950206, 971922, 933835, 833940]"
951,"[871754, 1050851, 1116821, 825994, 919766]"
952,"[1003188, 862349, 1075368, 860975, 849202]"
953,"[6979427, 965842, 1119051, 819927, 970866]"
954,"[5978585, 993638, 906017, 892573, 874972]"
955,"[1135681, 1103629, 1044188, 839656, 6533765]"
956,"[1070820, 1104349, 1136719, 895166, 1057749]"
957,"[1032703, 10204488, 937614, 879755, 6533765]"
959,"[1029272, 977344, 1047076, 1010164, 1118623]"
960,"[1053016, 964520, 886395, 833556, 850391]"
961,"[861445, 1005609, 1085604, 1011300, 849202]"
962,"[854754, 1028473, 8014645, 940947, 12810391]"
964,"[1074754, 1042544, 1044188, 917654, 826666]"
965,"[962118, 9881834, 879755, 925626, 852015]"
966,"[1012587, 914190, 1074754, 838186, 1030995]"
968,"[916767, 861445, 1075368, 856252, 1108094]"
970,"[934369, 825703, 1122568, 940947, 1103808]"
971,"[1075368, 6602697, 1119399, 822785, 906844]"
972,"[6632283, 1136719, 5707857, 868764, 832968]"
973,"[5570685, 921406, 948495, 896085, 9837365]"
974,"[928049, 1016800, 944137, 995876, 917384]"
975,"[5569471, 5569327, 873627, 856215, 959737]"
976,"[843756, 977344, 1001827, 1058930, 906844]"
977,"[893501, 1095068, 1011300, 1027068, 1118623]"
978,"[1070820, 942525, 934399, 8090532, 1072438]"
979,"[1042702, 989101, 898847, 944836, 874972]"
980,"[896938, 1120741, 1047968, 1012587, 841236]"
981,"[1092937, 8290421, 5582712, 1007210, 1013928]"
982,"[1075368, 885697, 873627, 833351, 1038663]"
983,"[826385, 1075368, 1122358, 5569471, 879734]"
984,"[861706, 825541, 870780, 900418, 886991]"
985,"[907647, 900802, 1040807, 5574377, 1014732]"
986,"[1116635, 849843, 5569845, 880895, 1004436]"
987,"[986912, 871754, 1070820, 879755, 849202]"
988,"[1070820, 1002459, 1049735, 972931, 970866]"
989,"[1047968, 1013187, 1031864, 991951, 852015]"
992,"[1005186, 997309, 1063207, 871440, 835819]"
993,"[8293439, 5570383, 991223, 8293343, 1000753]"
994,"[958137, 12731714, 1102959, 1134296, 9835223]"
996,"[896938, 953539, 819978, 983078, 948670]"
997,"[42346, 927191, 28897, 279994, 878715]"
998,"[1037840, 943233, 8090521, 962229, 1000753]"
999,"[6704207, 8090532, 983795, 5981267, 7169261]"
1000,"[12427353, 1003188, 1076065, 1006187, 9677366]"
1001,"[997987, 1135834, 1119051, 6534074, 1083599]"
1002,"[831557, 1105301, 946839, 5569471, 837569]"
1003,"[5569374, 5590695, 8015407, 1093413, 6979415]"
1004,"[956672, 961620, 859154, 1009719, 899019]"
1005,"[1081189, 921744, 1118533, 992529, 12731685]"
1006,"[937413, 827999, 5569471, 934369, 848270]"
1007,"[929726, 835619, 992622, 9575582, 1069312]"
1008,"[910473, 1106301, 1092937, 1002850, 6533765]"
1010,"[953539, 1091365, 1052912, 10284966, 906335]"
1011,"[951176, 1039156, 951412, 13842090, 9655679]"
1014,"[1075470, 911974, 878445, 1121393, 6533765]"
1015,"[1037332, 1081189, 857503, 1090676, 942565]"
1016,"[951412, 6602729, 1064002, 830503, 1110111]"
1017,"[8090537, 893501, 1102829, 1135834, 10198378]"
1018,"[5569374, 931255, 1092026, 883068, 1034176]"
1019,"[819840, 1095700, 1028816, 996425, 970152]"
1020,"[833724, 1070820, 885290, 10456152, 904129]"
1021,"[10344971, 830202, 10344585, 10345155, 974156]"
1023,"[963835, 936830, 1117393, 8019681, 926884]"
1024,"[1097001, 1031316, 1092026, 999971, 1038663]"
1025,"[8090537, 1045220, 879755, 1082172, 959737]"
1027,"[1132771, 1051323, 1018050, 922561, 12262978]"
1029,"[885290, 896666, 1101010, 963835, 1048257]"
1030,"[1070820, 1108152, 934399, 9487769, 1134483]"
1032,"[42346, 982393, 62804, 9677886, 6979241]"
1033,"[1051516, 882190, 5568249, 880895, 1065538]"
1034,"[934639, 1119051, 907099, 1126899, 1118623]"
1036,"[1082212, 6602697, 1067695, 928049, 836445]"
1037,"[1098435, 887102, 1090676, 862349, 12262830]"
1039,"[972665, 884686, 938512, 893400, 1021324]"
1040,"[1075368, 1093966, 8090532, 957420, 849202]"
1041,"[1127470, 865330, 1093413, 972143, 852015]"
1042,"[856252, 893501, 1081189, 987562, 948670]"
1044,"[999104, 1050229, 926905, 1085604, 6533765]"
1045,"[985893, 895540, 971922, 922561, 906844]"
1046,"[1005186, 986947, 1055504, 5563693, 1046562]"
1047,"[12301100, 1040807, 1108168, 847982, 12484491]"
1048,"[916993, 999104, 5569374, 900802, 948670]"
1049,"[1070015, 830887, 1005186, 988697, 1000753]"
1050,"[972312, 1069621, 13381584, 930603, 829291]"
1051,"[845193, 6533681, 486782, 1076875, 906631]"
1053,"[971922, 835279, 8293426, 1028816, 970747]"
1054,"[6514160, 6553737, 8090532, 999104, 6979415]"
1055,"[1135834, 890610, 6533936, 9575582, 948670]"
1056,"[998206, 1059902, 1044188, 878445, 1038663]"
1057,"[1033913, 892531, 970119, 1107553, 919766]"
1058,"[918046, 849843, 985893, 1082310, 1013928]"
1060,"[1081189, 1115576, 827656, 8090521, 874972]"
1061,"[832678, 1127758, 13841744, 1126808, 1038663]"
1062,"[1127624, 827656, 1042942, 1048462, 906335]"
1063,"[909894, 9553335, 1057260, 1033615, 1013928]"
1064,"[8090532, 828867, 862349, 1043494, 1054402]"
1065,"[1135681, 944139, 1016800, 1050851, 1021324]"
1066,"[989101, 1012873, 986912, 885290, 933354]"
1067,"[8090532, 928049, 893501, 1012587, 1134483]"
1068,"[1025611, 937110, 991948, 987562, 1103808]"
1069,"[923314, 989069, 849843, 819927, 904129]"
1070,"[6533936, 8293439, 1075074, 1112238, 860248]"
1071,"[873964, 1082454, 1081189, 1124695, 1091342]"
1072,"[937791, 1029624, 916381, 869577, 6533765]"
1073,"[1013597, 873627, 1082212, 885356, 12262830]"
1074,"[10344585, 1088147, 943233, 1096317, 860248]"
1075,"[1070015, 938554, 1130777, 1108131, 6533765]"
1076,"[1090931, 873627, 8090521, 953561, 1034176]"
1077,"[891632, 879504, 12731714, 1043751, 904129]"
1078,"[1026118, 5565925, 1011300, 6034577, 948670]"
1079,"[6979089, 969866, 1093603, 8090956, 6533765]"
1080,"[1067695, 12301100, 949023, 1119784, 866548]"
1081,"[946995, 1098435, 819765, 1056509, 1021164]"
1082,"[962118, 859010, 1113588, 1051626, 917384]"
1083,"[1101567, 992730, 1007269, 8065410, 908843]"
1084,"[1122358, 1095040, 967395, 843744, 1013928]"
1085,"[7409957, 1089108, 1040807, 896085, 1000753]"
1086,"[951102, 963835, 971922, 1126895, 956599]"
1087,"[1118533, 10344585, 1130777, 1037840, 1038663]"
1088,"[997011, 1045478, 848268, 1062966, 982469]"
1089,"[5568721, 1138292, 992622, 934639, 982469]"
1090,"[962229, 1033142, 944836, 9333734, 1021324]"
1091,"[1012873, 12302069, 1075368, 5569230, 1021324]"
1092,"[962229, 856772, 862139, 1067779, 1098025]"
1093,"[1042544, 1066069, 844165, 1013407, 904129]"
1094,"[983584, 1051323, 998206, 1075368, 899019]"
1095,"[5578547, 1047769, 1018050, 944836, 1054432]"
1096,"[1090676, 1037863, 6773232, 1026118, 825226]"
1097,"[1070015, 1028816, 948298, 1023226, 982469]"
1098,"[5585510, 819765, 862349, 969945, 864893]"
1099,"[943233, 896085, 5569471, 1011300, 826666]"
1100,"[825703, 1092026, 896085, 6533765, 849202]"
1101,"[5569374, 8019716, 1110572, 1130375, 6514287]"
1102,"[1083787, 969866, 922561, 12263788, 836445]"
1103,"[1126899, 1012913, 1039156, 855356, 12172071]"
1104,"[830887, 901460, 1115576, 1113768, 867447]"
1105,"[829617, 851231, 957736, 890620, 970747]"
1106,"[868764, 897752, 1057260, 1135868, 849202]"
1107,"[965766, 1058997, 901543, 953180, 887474]"
1109,"[1109014, 1050229, 884686, 1045586, 948670]"
1110,"[890610, 1086061, 8090539, 1817725, 1775642]"
1111,"[1028816, 5573314, 1003188, 848071, 1021324]"
1112,"[1075368, 990688, 972445, 824073, 1018818]"
1113,"[1126899, 916993, 1116821, 1003600, 860248]"
1114,"[1060673, 8090513, 918733, 1044188, 874972]"
1116,"[8090509, 1106301, 1085604, 907631, 5995129]"
1117,"[825176, 1053690, 879504, 1031316, 866548]"
1119,"[9705473, 834117, 8177622, 1077555, 829291]"
1120,"[1104604, 831536, 909894, 1004950, 849202]"
1121,"[1092937, 9835509, 983267, 6979545, 12262978]"
1123,"[962229, 6514085, 870428, 908087, 1054402]"
1124,"[952317, 1097001, 879755, 991592, 852015]"
1125,"[6391381, 1006483, 857130, 1093413, 6533765]"
1126,"[1126899, 849843, 917033, 1038217, 826666]"
1127,"[1102416, 7025202, 896085, 909268, 829291]"
1128,"[1044188, 921406, 1043663, 966379, 948670]"
1129,"[1037332, 839656, 1094924, 899115, 1021324]"
1130,"[1109778, 1127758, 1093413, 1137775, 879734]"
1131,"[1029624, 1065593, 950206, 1058930, 864893]"
1132,"[922561, 930917, 982493, 912902, 836445]"
1133,"[1076875, 1098844, 1055504, 1002771, 904997]"
1134,"[892008, 1112825, 981591, 1042571, 948670]"
1135,"[1019247, 972235, 831536, 869577, 904129]"
1136,"[1101173, 1039156, 1137346, 1051323, 836445]"
1137,"[885290, 1058930, 1096261, 12427353, 924667]"
1138,"[1015539, 1059902, 909396, 897752, 12810391]"
1139,"[862349, 856942, 1028891, 989101, 942077]"
1140,"[932503, 1116821, 1118012, 827667, 1048257]"
1141,"[934427, 13841744, 879755, 1056509, 873023]"
1142,"[963835, 995965, 905436, 874972, 1108094]"
1143,"[5569230, 1125123, 983584, 892008, 849202]"
1145,"[12731544, 1094308, 1135681, 1112754, 879734]"
1146,"[959985, 846823, 1135681, 5569135, 844462]"
1147,"[1090931, 834103, 926905, 1029624, 969725]"
1148,"[823862, 969932, 871754, 969419, 1008622]"
1149,"[848071, 962274, 1028816, 857006, 950638]"
1151,"[6602697, 911622, 1132771, 835595, 982469]"
1152,"[1085604, 1062966, 893501, 1005186, 1110111]"
1154,"[1053690, 971474, 841365, 971983, 1021324]"
1155,"[1029624, 1042544, 926905, 907099, 844462]"
